TYPE,CATEGORY,NAME,LATITUDE,LONGITUDE,ADDRESS,CITY,STATE,ZIP,COUNTY,desc,STRATEGIC VALUE,ECONOMIC IMPACT,PHYSICAL IMPACT,SYSTEMIC IMPACT,PHYSICAL IMPACT RADIUS (mi),ZIPS AFFECTED,OCCUPIED HOUSING UNITS,POPULATION AFFECTED,RAW_IMPACT
Substation,Electricity Generation,Unknown301056,33.68045318,-102.9114641,No address available,Morton,TX,79346,Cochran County,This electricity substation services the city of Morton and Cochran County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Dessau,30.37363375,-97.6429754,No address available,Austin,TX,78754,Travis County,This electricity substation services the city of Austin and Travis County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,"[78754, 78753, 78798]","[5999, 17513, None]",88495,1
Substation,Electricity Generation,Unknown301058,28.98336988,-96.1430656,No address available,Markham,TX,77456,Matagorda County,This electricity substation services the city of Markham and Matagorda County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown301059,29.74609868,-95.34149084,No address available,Houston,TX,77003,Harris County,This electricity substation services the city of Houston and Harris County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,"[77003, 77010, 77097, 77011, 77002, 77201, 77004, 77023]","[3894, None, None, 5940, 3080, None, 12802, 9129]",108619,1
Substation,Electricity Generation,Unknown301060,31.0630545,-97.76838187,No address available,Killeen,TX,76549,Bell County,This electricity substation services the city of Killeen and Bell County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown301061,33.5711718,-101.7914537,No address available,Lubbock,TX,79403,Lubbock County,This electricity substation services the city of Lubbock and Lubbock County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown301062,30.08450777,-99.24522153,No address available,Ingram,TX,78025,Kerr County,This electricity substation services the city of Ingram and Kerr County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[78025],[2007],5217,1
Substation,Electricity Generation,Jacinto,30.37042825,-95.06386512,No address available,Cleveland,TX,77327,Liberty County,This electricity substation services the city of Cleveland and Liberty County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[77327],[7016],29710,1
Substation,Electricity Generation,Odessa,31.83622993,-102.3295088,No address available,Odessa,TX,79766,Ector County,This electricity substation services the city of Odessa and Ector County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[79761],[11175],31566,1
Substation,Electricity Generation,Magnolia,29.01507524,-97.86681045,No address available,Hobson,TX,78117,Karnes County,This electricity substation services the city of Hobson and Karnes County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown301070,30.56827543,-97.06872018,No address available,Sandow,TX,76577,Milam County,This electricity substation services the city of Sandow and Milam County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Scurry,32.59852784,-100.8620222,No address available,Dunn,TX,79526,Scurry County,This electricity substation services the city of Dunn and Scurry County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown301074,33.16661114,-96.17197705,No address available,Greenville,TX,75401,Hunt County,This electricity substation services the city of Greenville and Hunt County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Lillian,32.49086178,-97.19503165,No address available,Lillian,TX,76009,Johnson County,This electricity substation services the city of Lillian and Johnson County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown301078,32.34249754,-97.21500365,No address available,Alvarado,TX,76009,Johnson County,This electricity substation services the city of Alvarado and Johnson County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown301079,32.53282494,-95.27007079,No address available,Hawkins,TX,75771,Smith County,This electricity substation services the city of Hawkins and Smith County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown301080,29.76301064,-95.35235029,No address available,Houston,TX,77002,Harris County,This electricity substation services the city of Houston and Harris County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,"[77097, 77201, 77003, 77010, 77002, 77019]","[None, None, 3894, None, 3080, 9955]",52161,1
Substation,Electricity Generation,Unknown301082,31.34377506,-100.4967651,No address available,San Angelo,TX,76904,Tom Green County,This electricity substation services the city of San Angelo and Tom Green County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown301083,31.32569394,-102.5629026,No address available,Crane,TX,79731,Crane County,This electricity substation services the city of Crane and Crane County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown301084,36.31748614,-100.1318182,No address available,Follett,TX,79034,Lipscomb County,This electricity substation services the city of Follett and Lipscomb County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Intermediate,29.60663213,-95.44706415,No address available,Houston,TX,77053,Fort Bend County,This electricity substation services the city of Houston and Harris County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[77053],[8133],30642,1
